Index,L5_Acceleration X(g),L5_Acceleration Y(g),L5_Acceleration Z(g),L5_Angular velocity X(°/s),L5_Angular velocity Y(°/s),L5_Angular velocity Z(°/s),L5_Angle X(°),L5_Angle Y(°),L5_Angle Z(°),L5_Magnetic field X(ʯt),L5_Magnetic field Y(ʯt),L5_Magnetic field Z(ʯt),L5_Temperature(℃),L5_Quaternions 0(),L5_Quaternions 1(),L5_Quaternions 2(),L5_Quaternions 3(),L5___orig_idx,T4_Acceleration X(g),T4_Acceleration Y(g),T4_Acceleration Z(g),T4_Angular velocity X(°/s),T4_Angular velocity Y(°/s),T4_Angular velocity Z(°/s),T4_Angle X(°),T4_Angle Y(°),T4_Angle Z(°),T4_Magnetic field X(ʯt),T4_Magnetic field Y(ʯt),T4_Magnetic field Z(ʯt),T4_Temperature(℃),T4_Quaternions 0(),T4_Quaternions 1(),T4_Quaternions 2(),T4_Quaternions 3(),T4___orig_idx,C7_Acceleration X(g),C7_Acceleration Y(g),C7_Acceleration Z(g),C7_Angular velocity X(°/s),C7_Angular velocity Y(°/s),C7_Angular velocity Z(°/s),C7_Angle X(°),C7_Angle Y(°),C7_Angle Z(°),C7_Magnetic field X(ʯt),C7_Magnetic field Y(ʯt),C7_Magnetic field Z(ʯt),C7_Temperature(℃),C7_Quaternions 0(),C7_Quaternions 1(),C7_Quaternions 2(),C7_Quaternions 3(),C7___orig_idx,T12_Acceleration X(g),T12_Acceleration Y(g),T12_Acceleration Z(g),T12_Angular velocity X(°/s),T12_Angular velocity Y(°/s),T12_Angular velocity Z(°/s),T12_Angle X(°),T12_Angle Y(°),T12_Angle Z(°),T12_Magnetic field X(ʯt),T12_Magnetic field Y(ʯt),T12_Magnetic field Z(ʯt),T12_Temperature(℃),T12_Quaternions 0(),T12_Quaternions 1(),T12_Quaternions 2(),T12_Quaternions 3(),T12___orig_idx
0,0.921,-0.388,0.222,-0.122,0.0,0.0,-60.216,-64.105,-135.434,-29.667,-2.653,-10.713,27.66,0.03101,-0.58585,0.21976,-0.77939,4,0.536,-0.28,0.805,-0.061,-0.122,0.061,-19.44,-32.245,-109.704,-19.007,-1.66,-9.44,26.13,0.50626,-0.3172,-0.02484,-0.80148,2,0.401,-0.313,0.853,-0.122,0.0,0.061,-20.303,-23.665,-159.329,-12.9,-2.573,-22.773,31.65,-0.13663,0.22952,-0.13364,0.95432,0,0.896,-0.312,0.276,0.0,-0.122,0.0,-48.214,-65.05,-128.106,-30.753,-4.613,-7.64,30.0,0.14017,-0.59201,0.09402,-0.78799,6
1,0.922,-0.389,0.222,-0.061,0.0,0.0,-60.222,-64.105,-135.428,-29.667,-2.653,-10.713,27.66,0.03101,-0.58585,0.21976,-0.77939,5,0.536,-0.28,0.805,-0.061,-0.061,0.061,-19.435,-32.245,-109.698,-19.007,-1.66,-9.44,26.13,0.50626,-0.3172,-0.02484,-0.80148,3,0.4,-0.315,0.853,-0.122,0.0,0.061,-20.303,-23.665,-159.329,-12.9,-2.573,-22.773,31.65,-0.13663,0.22952,-0.13364,0.95432,1,0.897,-0.312,0.277,-0.122,-0.122,0.0,-48.224,-65.05,-128.106,-30.753,-4.613,-7.64,30.0,0.14017,-0.59201,0.09402,-0.78799,7
2,0.921,-0.388,0.222,0.0,0.061,0.0,-60.216,-64.1,-135.423,-29.26,-2.76,-10.767,27.66,0.03101,-0.58585,0.21976,-0.77939,12,0.535,-0.282,0.806,0.0,-0.122,0.122,-19.435,-32.245,-109.693,-19.007,-1.66,-9.44,26.13,0.50626,-0.3172,-0.02484,-0.80148,10,0.4,-0.316,0.852,0.0,0.0,0.061,-20.303,-23.665,-159.324,-12.9,-2.573,-22.773,31.65,-0.13663,0.22952,-0.13364,0.95432,8,0.897,-0.312,0.277,-0.061,-0.061,0.0,-48.23,-65.05,-128.106,-30.753,-4.613,-7.64,30.0,0.1391,-0.59198,0.09506,-0.78806,14
3,0.919,-0.389,0.222,0.0,0.0,0.0,-60.216,-64.1,-135.417,-29.26,-2.76,-10.767,27.66,0.03101,-0.58585,0.21976,-0.77939,13,0.533,-0.282,0.807,-0.061,0.0,0.122,-19.435,-32.239,-109.688,-19.007,-1.66,-9.44,26.13,0.50626,-0.3172,-0.02484,-0.80148,11,0.401,-0.315,0.853,0.0,0.0,0.061,-20.303,-23.665,-159.324,-12.9,-2.573,-22.773,31.65,-0.13663,0.22952,-0.13364,0.95432,9,0.896,-0.313,0.277,0.061,0.061,0.0,-48.235,-65.05,-128.112,-30.753,-4.613,-7.64,30.0,0.1391,-0.59198,0.09506,-0.78806,15
4,0.92,-0.39,0.222,0.0,0.0,0.0,-60.222,-64.1,-135.406,-29.26,-2.76,-10.767,27.66,0.03101,-0.58585,0.21976,-0.77939,18,0.533,-0.281,0.807,0.0,0.0,0.0,-19.435,-32.239,-109.677,-19.007,-1.66,-9.44,26.13,0.50626,-0.3172,-0.02484,-0.80148,26,0.4,-0.316,0.852,0.061,0.0,0.061,-20.303,-23.665,-159.318,-12.9,-2.573,-22.773,31.65,-0.13663,0.22952,-0.13364,0.95432,16,0.895,-0.312,0.277,0.122,0.061,0.0,-48.23,-65.05,-128.117,-30.753,-4.613,-7.64,30.0,0.1391,-0.59198,0.09506,-0.78806,20
5,0.919,-0.391,0.222,-0.061,0.061,0.0,-60.222,-64.1,-135.406,-29.26,-2.76,-10.767,27.66,0.03101,-0.58585,0.21976,-0.77939,19,0.533,-0.281,0.806,-0.061,-0.061,0.122,-19.429,-32.239,-109.677,-19.007,-1.66,-9.44,26.13,0.50626,-0.3172,-0.02484,-0.80148,27,0.398,-0.317,0.854,0.0,0.061,0.122,-20.303,-23.665,-159.318,-12.9,-2.573,-22.773,31.65,-0.13663,0.22952,-0.13364,0.95432,17,0.895,-0.314,0.277,0.0,0.0,0.0,-48.23,-65.05,-128.123,-30.753,-4.613,-7.64,30.0,0.1391,-0.59198,0.09506,-0.78806,21
6,0.92,-0.39,0.222,0.0,0.0,0.0,-60.222,-64.1,-135.396,-29.26,-2.76,-10.767,27.66,0.03183,-0.58603,0.21921,-0.77936,30,0.535,-0.281,0.806,-0.183,-0.061,0.122,-19.435,-32.234,-109.666,-19.007,-1.66,-9.44,26.13,0.50626,-0.3172,-0.02484,-0.80148,28,0.397,-0.316,0.854,0.122,0.122,0.061,-20.303,-23.665,-159.313,-12.9,-2.573,-22.773,31.65,-0.13663,0.22952,-0.13364,0.95432,22,0.895,-0.314,0.277,-0.122,-0.122,0.0,-48.235,-65.05,-128.128,-30.753,-4.613,-7.64,30.0,0.1391,-0.59198,0.09506,-0.78806,24
7,0.921,-0.389,0.221,0.0,0.0,0.0,-60.222,-64.1,-135.39,-29.26,-2.76,-10.767,27.66,0.03183,-0.58603,0.21921,-0.77936,31,0.536,-0.281,0.806,0.0,-0.183,0.061,-19.435,-32.234,-109.66,-19.007,-1.66,-9.44,26.13,0.50626,-0.3172,-0.02484,-0.80148,29,0.397,-0.315,0.854,0.122,0.061,0.061,-20.297,-23.665,-159.313,-12.9,-2.573,-22.773,31.65,-0.13663,0.22952,-0.13364,0.95432,23,0.896,-0.312,0.277,-0.183,-0.061,0.0,-48.246,-65.05,-128.128,-30.753,-4.613,-7.64,30.0,0.1391,-0.59198,0.09506,-0.78806,25
8,0.921,-0.389,0.222,-0.244,-0.122,0.0,-60.233,-64.1,-135.379,-29.26,-2.76,-10.767,27.66,0.03183,-0.58603,0.21921,-0.77936,36,0.534,-0.284,0.805,-0.122,-0.183,0.061,-19.435,-32.234,-109.655,-18.567,-1.82,-9.14,26.13,0.50626,-0.3172,-0.02484,-0.80148,34,0.399,-0.316,0.853,-0.061,0.061,0.122,-20.303,-23.659,-159.307,-13.1,-2.367,-22.533,31.65,-0.13663,0.22952,-0.13364,0.95432,32,0.897,-0.312,0.278,0.0,-0.122,0.0,-48.252,-65.05,-128.128,-30.753,-4.613,-7.64,30.0,0.1391,-0.59198,0.09506,-0.78806,40
9,0.919,-0.388,0.224,0.244,-0.244,0.0,-60.238,-64.1,-135.363,-29.26,-2.76,-10.767,27.66,0.03183,-0.58603,0.21921,-0.77936,37,0.534,-0.282,0.806,-0.305,0.061,0.0,-19.435,-32.234,-109.649,-18.567,-1.82,-9.14,26.13,0.50626,-0.3172,-0.02484,-0.80148,35,0.401,-0.316,0.854,0.0,0.0,0.122,-20.303,-23.659,-159.302,-13.1,-2.367,-22.533,31.65,-0.13663,0.22952,-0.13364,0.95432,33,0.895,-0.313,0.277,0.305,0.061,0.0,-48.257,-65.05,-128.128,-30.753,-4.613,-7.64,30.0,0.1391,-0.59198,0.09506,-0.78806,41
